loop_run1_single_reading.thisRepN;loop_run1_single_reading.thisTrialN;loop_run1_single_reading.thisN;loop_run1_single_reading.thisIndex;loop_run2_single_nback.thisRepN;loop_run2_single_nback.thisTrialN;loop_run2_single_nback.thisN;loop_run2_single_nback.thisIndex;loop_dual_task_blocks.thisRepN;loop_dual_task_blocks.thisTrialN;loop_dual_task_blocks.thisN;loop_dual_task_blocks.thisIndex;TriggerCount;TriggerTime;colour;global_onset_time;onset_time_rel2trigger;target;nback_response;nback_RT;duration;text_nr;trial_nr;block_nr_exp;run_nr;block_nr_run;block_name;n-back_level;word;question;button_pressed;chosen_ans;ans_correct;participant;session;testing_mode;RT_per_rectangle_oneback_single;RT_per_rectangle_twoback_single;RT_per_letter_baseline;RT_per_letter_oneback_dual;RT_per_letter_twoback_dual;date;expName;psychopyVersion;frameRate
0;0;0;0;;;;;;;;;;;#F989A2;559.5068171;14.47596002;None;None;None;402.0642123;text_01;11;1;1;1;Reading_Baseline_main_no_click;None;Jahrhunderte;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;559.9195261;14.88866901;None;None;None;347.7851506;text_01;12;1;1;1;Reading_Baseline_main_no_click;None;Angst;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;560.2791841;15.24832702;None;None;None;316.1139619;text_01;13;1;1;1;Reading_Baseline_main_no_click;None;vor;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;560.5990989;15.56824183;None;None;None;407.0268602;text_01;14;1;1;1;Reading_Baseline_main_no_click;None;Seeungeheuern;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;561.012816;15.98195887;None;None;None;368.6464292;text_01;15;1;1;1;Reading_Baseline_main_no_click;None;hatten.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;561.3860109;16.3551538;None;None;None;390.7602758;text_01;16;1;1;1;Reading_Baseline_main_no_click;None;Meterlange;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;561.7856431;16.75478601;None;None;None;384.2279238;text_01;17;1;1;1;Reading_Baseline_main_no_click;None;Fangarme,;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;562.1854479;17.15459085;None;None;None;359.0890871;text_01;18;1;1;1;Reading_Baseline_main_no_click;None;spitze;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;562.558399;17.52754188;None;None;None;359.0890871;text_01;19;1;1;1;Reading_Baseline_main_no_click;None;Mäuler;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;562.930949;17.90009189;None;None;None;316.1139619;text_01;20;1;1;1;Reading_Baseline_main_no_click;None;und;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;563.2509871;18.22012997;None;None;None;368.6464292;text_01;21;1;1;1;Reading_Baseline_main_no_click;None;riesige;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;563.6241879;18.59333086;None;None;None;347.7851506;text_01;22;1;1;1;Reading_Baseline_main_no_click;None;Augen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;563.98435;18.95349288;None;None;None;384.2279238;text_01;23;1;1;1;Reading_Baseline_main_no_click;None;verleihen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;564.3837931;19.35293603;None;None;None;316.1139619;text_01;24;1;1;1;Reading_Baseline_main_no_click;None;den;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;564.7041669;19.6733098;None;None;None;359.0890871;text_01;25;1;1;1;Reading_Baseline_main_no_click;None;großen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;565.0774;20.04654288;None;None;None;376.9253756;text_01;26;1;1;1;Reading_Baseline_main_no_click;None;Kalmaren;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;565.4633939;20.43253684;None;None;None;316.1139619;text_01;27;1;1;1;Reading_Baseline_main_no_click;None;ein;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;565.784029;20.75317192;None;None;None;419.9005008;text_01;28;1;1;1;Reading_Baseline_main_no_click;None;furchterregendes;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;566.210053;21.17919588;None;None;None;384.2279238;text_01;29;1;1;1;Reading_Baseline_main_no_click;None;Aussehen.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;566.597297;21.56643987;None;None;None;316.1139619;text_01;30;1;1;1;Reading_Baseline_main_no_click;None;Vor;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;566.9165759;21.88571882;None;None;None;316.1139619;text_01;31;1;1;1;Reading_Baseline_main_no_click;None;der;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;567.237005;22.20614791;None;None;None;347.7851506;text_01;32;1;1;1;Reading_Baseline_main_no_click;None;Küste;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;567.597012;22.56615496;None;None;None;359.0890871;text_01;33;1;1;1;Reading_Baseline_main_no_click;None;Chiles;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;567.969367;22.93850994;None;None;None;333.9502504;text_01;34;1;1;1;Reading_Baseline_main_no_click;None;sind;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;568.3158131;23.28495598;None;None;None;316.1139619;text_01;35;1;1;1;Reading_Baseline_main_no_click;None;sie;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;568.6358621;23.60500503;None;None;None;368.6464292;text_01;36;1;1;1;Reading_Baseline_main_no_click;None;aktuell;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;569.008925;23.97806787;None;None;None;310;text_01;37;1;1;1;Reading_Baseline_main_no_click;None;in;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;569.3289609;24.29810381;None;None;None;359.0890871;text_01;38;1;1;1;Reading_Baseline_main_no_click;None;Massen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;569.702328;24.67147088;None;None;None;310;text_01;39;1;1;1;Reading_Baseline_main_no_click;None;zu;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;570.021991;24.99113393;None;None;None;359.0890871;text_01;40;1;1;1;Reading_Baseline_main_no_click;None;sehen.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;570.395802;25.36494493;None;None;None;376.9253756;text_01;41;1;1;1;Reading_Baseline_main_no_click;None;Hunderte;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;570.781842;25.75098491;None;None;None;316.1139619;text_01;42;1;1;1;Reading_Baseline_main_no_click;None;von;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;571.1020169;26.07115984;None;None;None;376.9253756;text_01;43;1;1;1;Reading_Baseline_main_no_click;None;riesigen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;571.489186;26.45832896;None;None;None;407.0268602;text_01;44;1;1;1;Reading_Baseline_main_no_click;None;Tintenfischen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;571.901372;26.87051487;None;None;None;384.2279238;text_01;45;1;1;1;Reading_Baseline_main_no_click;None;schwimmen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;572.2876019;27.25674486;None;None;None;310;text_01;46;1;1;1;Reading_Baseline_main_no_click;None;in;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;572.6075449;27.57668781;None;None;None;316.1139619;text_01;47;1;1;1;Reading_Baseline_main_no_click;None;den;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;572.927953;27.89709592;None;None;None;368.6464292;text_01;48;1;1;1;Reading_Baseline_main_no_click;None;flachen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;573.3015361;28.270679;None;None;None;384.2279238;text_01;49;1;1;1;Reading_Baseline_main_no_click;None;Gewässern;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;573.7004731;28.66961598;None;None;None;316.1139619;text_01;50;1;1;1;Reading_Baseline_main_no_click;None;und;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;574.020561;28.98970389;None;None;None;368.6464292;text_01;51;1;1;1;Reading_Baseline_main_no_click;None;fressen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;574.393594;29.36273694;None;None;None;333.9502504;text_01;52;1;1;1;Reading_Baseline_main_no_click;None;dort;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;574.7401321;29.70927501;None;None;None;316.1139619;text_01;53;1;1;1;Reading_Baseline_main_no_click;None;die;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;575.0601349;30.0292778;None;None;None;368.6464292;text_01;54;1;1;1;Reading_Baseline_main_no_click;None;Fische.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;575.4340429;30.40318584;None;None;None;407.0268602;text_01;55;1;1;1;Reading_Baseline_main_no_click;None;Normalerweise;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;575.846658;30.81580091;None;None;None;333.9502504;text_01;56;1;1;1;Reading_Baseline_main_no_click;None;sind;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;576.192889;31.16203189;None;None;None;316.1139619;text_01;57;1;1;1;Reading_Baseline_main_no_click;None;die;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;576.5129881;31.482131;None;None;None;359.0890871;text_01;58;1;1;1;Reading_Baseline_main_no_click;None;großen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;576.8862529;31.85539579;None;None;None;368.6464292;text_01;59;1;1;1;Reading_Baseline_main_no_click;None;Kalmare;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;577.2592149;32.22835779;None;None;None;316.1139619;text_01;60;1;1;1;Reading_Baseline_main_no_click;None;nur;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;577.579345;32.5484879;None;None;None;359.0890871;text_01;61;1;1;1;Reading_Baseline_main_no_click;None;schwer;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;577.9522941;32.92143703;None;None;None;310;text_01;62;1;1;1;Reading_Baseline_main_no_click;None;zu;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;578.2726779;33.24182081;None;None;None;396.6695069;text_01;63;1;1;1;Reading_Baseline_main_no_click;None;beobachten.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;578.67203;33.64117289;None;None;None;316.1139619;text_01;64;1;1;1;Reading_Baseline_main_no_click;None;Sie;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;578.9922271;33.96136999;None;None;None;347.7851506;text_01;65;1;1;1;Reading_Baseline_main_no_click;None;leben;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;579.3520701;34.32121301;None;None;None;390.7602758;text_01;66;1;1;1;Reading_Baseline_main_no_click;None;eigentlich;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;579.7517209;34.72086382;None;None;None;310;text_01;67;1;1;1;Reading_Baseline_main_no_click;None;im;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;580.0717249;35.04086781;None;None;None;368.6464292;text_01;68;1;1;1;Reading_Baseline_main_no_click;None;offenen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;580.4448569;35.4139998;None;None;None;347.7851506;text_01;69;1;1;1;Reading_Baseline_main_no_click;None;Meer.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;580.8048451;35.77398801;None;None;None;316.1139619;text_01;70;1;1;1;Reading_Baseline_main_no_click;None;Nur;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;581.1246929;36.09383583;None;None;None;359.0890871;text_01;71;1;1;1;Reading_Baseline_main_no_click;None;nachts;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;581.4978809;36.46702385;None;None;None;359.0890871;text_01;72;1;1;1;Reading_Baseline_main_no_click;None;kommen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;581.8709209;36.84006381;None;None;None;316.1139619;text_01;73;1;1;1;Reading_Baseline_main_no_click;None;sie;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;582.190979;37.16012192;None;None;None;310;text_01;74;1;1;1;Reading_Baseline_main_no_click;None;an;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;582.510679;37.47982192;None;None;None;316.1139619;text_01;75;1;1;1;Reading_Baseline_main_no_click;None;die;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;582.8314099;37.80055285;None;None;None;396.6695069;text_01;76;1;1;1;Reading_Baseline_main_no_click;None;Oberfläche,;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;583.2303951;38.19953799;None;None;None;310;text_01;77;1;1;1;Reading_Baseline_main_no_click;None;um;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;583.5504999;38.51964283;None;None;None;359.0890871;text_01;78;1;1;1;Reading_Baseline_main_no_click;None;kleine;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;583.923727;38.89286995;None;None;None;359.0890871;text_01;79;1;1;1;Reading_Baseline_main_no_click;None;Fische;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#2AB7EF;584.296788;39.26593089;None;None;None;310;text_01;80;1;1;1;Reading_Baseline_main_no_click;None;zu;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#F989A2;584.6173241;39.58646703;None;None;None;359.0890871;text_01;81;1;1;1;Reading_Baseline_main_no_click;None;jagen.;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;584.9900119;39.95915484;None;None;None;333.9502504;text_01;82;1;1;1;Reading_Baseline_main_no_click;None;Seit;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#88BA3F;585.3364191;40.30556202;None;None;None;333.9502504;text_01;83;1;1;1;Reading_Baseline_main_no_click;None;zwei;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
0;0;0;0;;;;;;;;;;;#D292F3;585.6836591;40.65280199;None;None;None;359.0890871;text_01;84;1;1;1;Reading_Baseline_main_no_click;None;Wochen;;;;;MA01;1;no;670;1992;62;138;276;2024-08-22_08h56.49.616;EXNAT_3_fMRI_Psychopy2023.1.3;03.01.23;75.02153538
