loop_run1_single_reading.thisRepN,loop_run1_single_reading.thisTrialN,loop_run1_single_reading.thisN,loop_run1_single_reading.thisIndex,TriggerCount,TriggerTime,colour,global_onset_time,onset_time_rel2trigger,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr_exp,run_nr,block_nr_run,block_name,n-back_level,word,question,button_pressed,chosen_ans,ans_correct,participant,session,testing_mode,RT_per_rectangle_oneback_single,RT_per_rectangle_twoback_single,RT_per_letter_baseline,RT_per_letter_oneback_dual,RT_per_letter_twoback_dual,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,#88BA3F,998.8992578983307,53.703969955444336,None,None,None,1280.1651247049997,text_07,40,1,1,1,Reading_Baseline_main_no_click,None,konzentriert.,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1000.191244840622,54.995956897735596,None,None,None,994.2293962902814,text_07,41,1,1,1,Reading_Baseline_main_no_click,None,Für,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1001.1904580593109,55.99517011642456,None,None,None,994.2293962902814,text_07,42,1,1,1,Reading_Baseline_main_no_click,None,die,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1002.1907448768616,56.99545693397522,None,None,None,1247.5895781956824,text_07,43,1,1,1,Reading_Baseline_main_no_click,None,Lebensweise,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1003.4428639411926,58.247575998306274,None,None,None,994.2293962902814,text_07,44,1,1,1,Reading_Baseline_main_no_click,None,der,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1004.4432740211487,59.24798607826233,None,None,None,1185.491100627568,text_07,45,1,1,1,Reading_Baseline_main_no_click,None,Bewohner,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1005.642068862915,60.44678092002869,None,None,None,994.2293962902814,text_07,46,1,1,1,Reading_Baseline_main_no_click,None,der,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1006.6421279907227,61.446840047836304,None,None,None,1129.3930964994706,text_07,47,1,1,1,Reading_Baseline_main_no_click,None,Region,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1007.7748079299927,62.57951998710632,None,None,None,994.2293962902814,text_07,48,1,1,1,Reading_Baseline_main_no_click,None,hat,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1008.7744648456573,63.579176902770996,None,None,None,1050.3274004183786,text_07,49,1,1,1,Reading_Baseline_main_no_click,None,sich,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1009.8276648521423,64.63237690925598,None,None,None,1185.491100627568,text_07,50,1,1,1,Reading_Baseline_main_no_click,None,hingegen,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1011.0270068645477,65.83171892166138,None,None,None,1050.3274004183786,text_07,51,1,1,1,Reading_Baseline_main_no_click,None,kaum,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1012.0808010101318,66.88551306724548,None,None,None,1129.3930964994706,text_07,52,1,1,1,Reading_Baseline_main_no_click,None,jemand,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1013.2129509449005,68.01766300201416,None,None,None,1280.1651247049997,text_07,53,1,1,1,Reading_Baseline_main_no_click,None,interessiert.,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1014.5055298805237,69.31024193763733,None,None,None,994.2293962902814,text_07,54,1,1,1,Reading_Baseline_main_no_click,None,Das,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1015.5052540302277,70.30996608734131,None,None,None,1050.3274004183786,text_07,55,1,1,1,Reading_Baseline_main_no_click,None,Team,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1016.5583229064941,71.36303496360779,None,None,None,975.0,text_07,56,1,1,1,Reading_Baseline_main_no_click,None,um,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1017.5444228649139,72.34913492202759,None,None,None,994.2293962902814,text_07,57,1,1,1,Reading_Baseline_main_no_click,None,den,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1018.5444629192352,73.34917497634888,None,None,None,1185.491100627568,text_07,58,1,1,1,Reading_Baseline_main_no_click,None,Forscher,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1019.7438158988953,74.54852795600891,None,None,None,1129.3930964994706,text_07,59,1,1,1,Reading_Baseline_main_no_click,None,Damian,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1020.8773319721222,75.68204402923584,None,None,None,1093.8403929246497,text_07,60,1,1,1,Reading_Baseline_main_no_click,None,Evans,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1021.9828898906708,76.78760194778442,None,None,None,994.2293962902814,text_07,61,1,1,1,Reading_Baseline_main_no_click,None,hat,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1022.9825479984283,77.78726005554199,None,None,None,994.2293962902814,text_07,62,1,1,1,Reading_Baseline_main_no_click,None,nun,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1023.9824018478394,78.787113904953,None,None,None,1185.491100627568,text_07,63,1,1,1,Reading_Baseline_main_no_click,None,erstmals,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1025.1821038722992,79.98681592941284,None,None,None,1050.3274004183786,text_07,64,1,1,1,Reading_Baseline_main_no_click,None,eine,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1026.234855890274,81.0395679473877,None,None,None,1093.8403929246497,text_07,65,1,1,1,Reading_Baseline_main_no_click,None,Karte,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1027.3410170078278,82.1457290649414,None,None,None,994.2293962902814,text_07,66,1,1,1,Reading_Baseline_main_no_click,None,von,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1028.3408000469208,83.14551210403442,None,None,None,1129.3930964994706,text_07,67,1,1,1,Reading_Baseline_main_no_click,None,Angkor,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1029.4736070632935,84.2783191204071,None,None,None,994.2293962902814,text_07,68,1,1,1,Reading_Baseline_main_no_click,None,Wat,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1030.4734590053558,85.27817106246948,None,None,None,1208.4587925805629,text_07,69,1,1,1,Reading_Baseline_main_no_click,None,erstellt.,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1031.6861119270325,86.49082398414612,None,None,None,994.2293962902814,text_07,70,1,1,1,Reading_Baseline_main_no_click,None,Die,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1032.6860480308533,87.49076008796692,None,None,None,1093.8403929246497,text_07,71,1,1,1,Reading_Baseline_main_no_click,None,Karte,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1033.7925000190735,88.59721207618713,None,None,None,1129.3930964994706,text_07,72,1,1,1,Reading_Baseline_main_no_click,None,"zeigt,",,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1034.925281047821,89.72999310493469,None,None,None,1050.3274004183786,text_07,73,1,1,1,Reading_Baseline_main_no_click,None,dass,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1035.9784879684448,90.78320002555847,None,None,None,1129.3930964994706,text_07,74,1,1,1,Reading_Baseline_main_no_click,None,Angkor,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1037.1112718582153,91.91598391532898,None,None,None,994.2293962902814,text_07,75,1,1,1,Reading_Baseline_main_no_click,None,Wat,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1038.1109828948975,92.91569495201111,None,None,None,1050.3274004183786,text_07,76,1,1,1,Reading_Baseline_main_no_click,None,eine,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1039.1641750335693,93.96888709068298,None,None,None,1185.491100627568,text_07,77,1,1,1,Reading_Baseline_main_no_click,None,richtige,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#D292F3,1040.363440990448,95.16815304756165,None,None,None,1093.8403929246497,text_07,78,1,1,1,Reading_Baseline_main_no_click,None,Stadt,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1041.4696969985962,96.27440905570984,None,None,None,1050.3274004183786,text_07,79,1,1,1,Reading_Baseline_main_no_click,None,"war,",,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1042.5227189064026,97.32743096351624,None,None,None,1093.8403929246497,text_07,80,1,1,1,Reading_Baseline_main_no_click,None,nicht,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#88BA3F,1043.628877878189,98.43358993530273,None,None,None,994.2293962902814,text_07,81,1,1,1,Reading_Baseline_main_no_click,None,nur,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#F989A2,1044.628574848175,99.4332869052887,None,None,None,1050.3274004183786,text_07,82,1,1,1,Reading_Baseline_main_no_click,None,eine,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
0,0,0,0,,,#2AB7EF,1045.68199801445,100.48671007156372,None,None,None,1129.3930964994706,text_07,83,1,1,1,Reading_Baseline_main_no_click,None,kleine,,,,,OA01,001,no,1500,2000,195,250,500,2024-08-22_11h39.36.650,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,75.03052701815521,
